t1,0.5,-5,5,4,0
t2,0.5,-5,5,4,0
t3,0.5,-5,5,4,0
t4,0.5,-5,5,4,0
t5,0.5,-5,5,4,0
t6,0.5,-5,5,4,0
t7,0.5,-5,5,4,0
t8,0.5,-5,5,4,0
t9,0.5,-5,5,4,0
t10,0.5,-5,5,4,0
t11,0.5,-5,5,4,0
t12,0.5,-5,5,4,0
t13,0.5,-5,5,4,0
t14,0.5,-5,5,4,0
b1,0.5,-5,5,4,0
b2,0.5,-5,5,4,0
b3,0.5,-5,5,4,0
b4,0.5,-5,5,4,0
b5,0.5,-5,5,4,0
b6,0.5,-5,5,4,0
b7,0.5,-5,5,4,0
b8,0.5,-5,5,4,0
b9,0.5,-5,5,4,0
b10,0.5,-5,5,4,0
b11,0.5,-5,5,4,0
b12,0.5,-5,5,4,0
b13,0.5,-5,5,4,0
b14,0.5,-5,5,4,0
g1,0.5,-5,5,4,0
g2,0.5,-5,5,4,0
g3,0.5,-5,5,4,0
g4,0.5,-5,5,4,0
g5,0.5,-5,5,4,0
g6,0.5,-5,5,4,0
g7,0.5,-5,5,4,0
g8,0.5,-5,5,4,0
g9,0.5,-5,5,4,0
g10,0.5,-5,5,4,0
g11,0.5,-5,5,4,0
g12,0.5,-5,5,4,0
g13,0.5,-5,5,4,0
g14,0.5,-5,5,4,0
w1_1,0,-5,5,4,1
w1_2,0,-5,5,4,1
w1_3,0,-5,5,4,1
w1_4,0,-5,5,4,1
w1_5,0,-5,5,4,1
w1_6,0,-5,5,4,1
w1_7,0,-5,5,4,1
w1_8,0.5,-5,5,4,0
w1_9,0.5,-5,5,4,0
w1_10,0.5,-5,5,4,0
w1_11,0.5,-5,5,4,0
w1_12,0.5,-5,5,4,0
w1_13,0,-5,5,4,1
w1_14,0,-5,5,4,1
w2_1,0,-5,5,4,1
w2_2,0,-5,5,4,1
w2_3,0,-5,5,4,1
w2_4,0,-5,5,4,1
w2_5,0,-5,5,4,1
w2_6,0,-5,5,4,1
w2_7,0,-5,5,4,1
w2_8,0.5,-5,5,4,0
w2_9,0.5,-5,5,4,0
w2_10,0.5,-5,5,4,0
w2_11,0.5,-5,5,4,0
w2_12,0.5,-5,5,4,0
w2_13,0,-5,5,4,1
w2_14,0,-5,5,4,1
w3_1,0,-5,5,4,1
w3_2,0,-5,5,4,1
w3_3,0,-5,5,4,1
w3_4,0,-5,5,4,1
w3_5,0,-5,5,4,1
w3_6,0,-5,5,4,1
w3_7,0,-5,5,4,1
w3_8,0.5,-5,5,4,0
w3_9,0.5,-5,5,4,0
w3_10,0.5,-5,5,4,0
w3_11,0.5,-5,5,4,0
w3_12,0.5,-5,5,4,0
w3_13,0,-5,5,4,1
w3_14,0,-5,5,4,1
w4_1,0,-5,5,4,1
w4_2,0,-5,5,4,1
w4_3,0,-5,5,4,1
w4_4,0,-5,5,4,1
w4_5,0,-5,5,4,1
w4_6,0,-5,5,4,1
w4_7,0,-5,5,4,1
w4_8,0.5,-5,5,4,0
w4_9,0.5,-5,5,4,0
w4_10,0.5,-5,5,4,0
w4_11,0.5,-5,5,4,0
w4_12,0.5,-5,5,4,0
w4_13,0,-5,5,4,1
w4_14,0,-5,5,4,1
w5_1,0,-5,5,4,1
w5_2,0,-5,5,4,1
w5_3,0,-5,5,4,1
w5_4,0,-5,5,4,1
w5_5,0,-5,5,4,1
w5_6,0,-5,5,4,1
w5_7,0,-5,5,4,1
w5_8,0.5,-5,5,4,0
w5_9,0.5,-5,5,4,0
w5_10,0.5,-5,5,4,0
w5_11,0.5,-5,5,4,0
w5_12,0.5,-5,5,4,0
w5_13,0,-5,5,4,1
w5_14,0,-5,5,4,1
w6_1,0,-5,5,4,1
w6_2,0,-5,5,4,1
w6_3,0,-5,5,4,1
w6_4,0,-5,5,4,1
w6_5,0,-5,5,4,1
w6_6,0,-5,5,4,1
w6_7,0,-5,5,4,1
w6_8,0.5,-5,5,4,0
w6_9,0.5,-5,5,4,0
w6_10,0.5,-5,5,4,0
w6_11,0.5,-5,5,4,0
w6_12,0.5,-5,5,4,0
w6_13,0,-5,5,4,1
w6_14,0,-5,5,4,1
w7_1,0,-5,5,4,1
w7_2,0,-5,5,4,1
w7_3,0,-5,5,4,1
w7_4,0,-5,5,4,1
w7_5,0,-5,5,4,1
w7_6,0,-5,5,4,1
w7_7,0,-5,5,4,1
w7_8,0.5,-5,5,4,0
w7_9,0.5,-5,5,4,0
w7_10,0.5,-5,5,4,0
w7_11,0.5,-5,5,4,0
w7_12,0.5,-5,5,4,0
w7_13,0,-5,5,4,1
w7_14,0,-5,5,4,1
w8_1,0,-5,5,4,1
w8_2,0,-5,5,4,1
w8_3,0,-5,5,4,1
w8_4,0,-5,5,4,1
w8_5,0,-5,5,4,1
w8_6,0,-5,5,4,1
w8_7,0,-5,5,4,1
w8_8,0.5,-5,5,4,0
w8_9,0.5,-5,5,4,0
w8_10,0.5,-5,5,4,0
w8_11,0.5,-5,5,4,0
w8_12,0.5,-5,5,4,0
w8_13,0.5,-5,5,4,0
w8_14,0.5,-5,5,4,0
w9_1,0,-5,5,4,1
w9_2,0,-5,5,4,1
w9_3,0,-5,5,4,1
w9_4,0,-5,5,4,1
w9_5,0,-5,5,4,1
w9_6,0,-5,5,4,1
w9_7,0,-5,5,4,1
w9_8,0.5,-5,5,4,0
w9_9,0.5,-5,5,4,0
w9_10,0.5,-5,5,4,0
w9_11,0.5,-5,5,4,0
w9_12,0.5,-5,5,4,0
w9_13,0.5,-5,5,4,0
w9_14,0.5,-5,5,4,0
w10_1,0,-5,5,4,1
w10_2,0,-5,5,4,1
w10_3,0,-5,5,4,1
w10_4,0,-5,5,4,1
w10_5,0,-5,5,4,1
w10_6,0,-5,5,4,1
w10_7,0,-5,5,4,1
w10_8,0.5,-5,5,4,0
w10_9,0.5,-5,5,4,0
w10_10,0.5,-5,5,4,0
w10_11,0.5,-5,5,4,0
w10_12,0.5,-5,5,4,0
w10_13,0.5,-5,5,4,0
w10_14,0.5,-5,5,4,0
w11_1,0,-5,5,4,1
w11_2,0,-5,5,4,1
w11_3,0,-5,5,4,1
w11_4,0,-5,5,4,1
w11_5,0,-5,5,4,1
w11_6,0,-5,5,4,1
w11_7,0,-5,5,4,1
w11_8,0.5,-5,5,4,0
w11_9,0.5,-5,5,4,0
w11_10,0.5,-5,5,4,0
w11_11,0.5,-5,5,4,0
w11_12,0.5,-5,5,4,0
w11_13,0.5,-5,5,4,0
w11_14,0.5,-5,5,4,0
w12_1,0,-5,5,4,1
w12_2,0,-5,5,4,1
w12_3,0,-5,5,4,1
w12_4,0,-5,5,4,1
w12_5,0,-5,5,4,1
w12_6,0,-5,5,4,1
w12_7,0,-5,5,4,1
w12_8,0.5,-5,5,4,0
w12_9,0.5,-5,5,4,0
w12_10,0.5,-5,5,4,0
w12_11,0.5,-5,5,4,0
w12_12,0.5,-5,5,4,0
w12_13,0.5,-5,5,4,0
w12_14,0.5,-5,5,4,0
w13_1,0,-5,5,4,1
w13_2,0,-5,5,4,1
w13_3,0,-5,5,4,1
w13_4,0,-5,5,4,1
w13_5,0,-5,5,4,1
w13_6,0,-5,5,4,1
w13_7,0,-5,5,4,1
w13_8,0,-5,5,4,1
w13_9,0,-5,5,4,1
w13_10,0,-5,5,4,1
w13_11,0,-5,5,4,1
w13_12,0,-5,5,4,1
w13_13,0,-5,5,4,1
w13_14,0,-5,5,4,1
w14_1,0,-5,5,4,1
w14_2,0,-5,5,4,1
w14_3,0,-5,5,4,1
w14_4,0,-5,5,4,1
w14_5,0,-5,5,4,1
w14_6,0,-5,5,4,1
w14_7,0,-5,5,4,1
w14_8,0,-5,5,4,1
w14_9,0,-5,5,4,1
w14_10,0,-5,5,4,1
w14_11,0,-5,5,4,1
w14_12,0,-5,5,4,1
w14_13,0,-5,5,4,1
w14_14,0,-5,5,4,1
